OutcomeType,AgeuponOutcome,Dog,pureBreed,hasName,Multi-Colored,Patterned,SexuponOutcome_Intact Female,SexuponOutcome_Intact Male,SexuponOutcome_Neutered Male,SexuponOutcome_Spayed Female
Transfer,90,0,0,0,1,1,0.0,1.0,0.0,0.0
Adoption,330,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,4380,0,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,300,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,1460,1,1,1,0,0,0.0,1.0,0.0,0.0
Return_to_owner,300,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,150,1,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,365,0,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,1095,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,60,0,0,0,1,1,0.0,0.0,0.0,1.0
Adoption,1825,1,1,1,0,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,0,1,1,0.0,0.0,0.0,1.0
Transfer,21,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,150,1,0,1,1,0,1.0,0.0,0.0,0.0
Adoption,730,1,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,365,1,1,1,1,0,0.0,1.0,0.0,0.0
Transfer,730,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,60,0,0,1,1,1,1.0,0.0,0.0,0.0
Return_to_owner,1095,1,0,1,1,0,0.0,0.0,0.0,1.0
Return_to_owner,1825,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Euthanasia,5475,1,0,1,1,0,1.0,0.0,0.0,0.0
Return_to_owner,365,1,0,0,1,0,0.0,0.0,1.0,0.0
Adoption,300,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,28,1,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,365,1,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,270,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,0,0,0,0.0,0.0,0.0,1.0
Return_to_owner,1825,1,1,1,0,0,0.0,0.0,1.0,0.0
Adoption,30,1,0,1,1,0,0.0,1.0,0.0,0.0
Transfer,180,1,0,0,0,0,0.0,0.0,1.0,0.0
Euthanasia,730,0,0,0,1,1,0.0,1.0,0.0,0.0
Transfer,300,0,0,0,1,1,1.0,0.0,0.0,0.0
Euthanasia,1460,0,0,0,0,0,0.0,1.0,0.0,0.0
Return_to_owner,1095,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,730,1,0,1,0,1,0.0,0.0,0.0,1.0
Transfer,730,0,0,1,1,1,0.0,1.0,0.0,0.0
Adoption,730,1,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,1460,0,0,1,1,1,0.0,0.0,1.0,0.0
Transfer,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,730,1,0,0,1,1,0.0,0.0,1.0,0.0
Adoption,180,1,0,1,0,0,0.0,0.0,1.0,0.0
Euthanasia,5110,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,150,0,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,365,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,730,0,0,0,0,0,0.0,0.0,0.0,1.0
Adoption,120,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,30,0,0,1,0,0,1.0,0.0,0.0,0.0
Transfer,2920,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,730,1,0,1,0,0,0.0,0.0,0.0,1.0
Return_to_owner,1460,1,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,1825,1,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,30,1,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,150,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,60,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,150,0,0,0,0,1,0.0,0.0,0.0,1.0
Adoption,60,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,1095,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,365,1,0,0,0,0,1.0,0.0,0.0,0.0
Adoption,300,1,1,1,1,0,0.0,0.0,1.0,0.0
Transfer,1095,1,0,1,1,0,0.0,1.0,0.0,0.0
Transfer,365,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,60,0,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,180,0,0,0,1,1,0.0,1.0,0.0,0.0
Died,30,0,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,2190,1,0,1,1,1,0.0,0.0,1.0,0.0
Euthanasia,5475,0,0,0,0,0,1.0,0.0,0.0,0.0
Adoption,365,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,1460,1,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,28,0,0,0,1,1,0.0,1.0,0.0,0.0
Adoption,2190,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,1460,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,1095,1,0,1,1,1,0.0,1.0,0.0,0.0
Transfer,21,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,90,0,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,150,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,90,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,1460,1,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,4015,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,365,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,60,1,0,1,1,0,0.0,1.0,0.0,0.0
Return_to_owner,1825,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,1095,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,730,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,3285,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,1460,1,0,0,0,0,0.0,0.0,1.0,0.0
Transfer,730,1,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,60,1,0,0,1,0,0.0,0.0,0.0,1.0
Adoption,365,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Transfer,30,0,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Transfer,210,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,365,1,0,0,0,0,0.0,0.0,0.0,1.0
Adoption,1095,1,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,300,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,0,1,1,0.0,0.0,1.0,0.0
Transfer,1095,1,0,1,0,0,0.0,1.0,0.0,0.0
Adoption,60,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,150,1,0,0,0,0,0.0,0.0,1.0,0.0
Transfer,1095,0,0,0,1,1,0.0,0.0,1.0,0.0
Return_to_owner,365,1,0,1,0,0,1.0,0.0,0.0,0.0
Adoption,365,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,60,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,210,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,365,1,0,0,1,0,0.0,0.0,0.0,1.0
Adoption,1095,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,1460,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,3285,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,60,0,0,0,1,1,0.0,0.0,0.0,1.0
Adoption,90,0,0,1,1,1,0.0,0.0,1.0,0.0
Euthanasia,4380,0,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,28,0,0,0,0,0,0.0,1.0,0.0,0.0
Transfer,1825,1,0,1,1,0,0.0,0.0,0.0,1.0
Return_to_owner,120,1,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,2555,1,0,0,0,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,60,0,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,4380,1,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,60,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,3650,0,0,1,1,1,0.0,0.0,0.0,1.0
Euthanasia,330,1,0,0,1,0,0.0,0.0,1.0,0.0
Transfer,150,0,0,0,1,1,0.0,1.0,0.0,0.0
Return_to_owner,365,0,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,90,0,0,0,1,0,0.0,0.0,1.0,0.0
Adoption,365,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,1095,1,0,0,0,0,0.0,0.0,1.0,0.0
Transfer,365,0,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,730,0,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,365,0,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,90,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,730,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,365,1,0,1,1,1,1.0,0.0,0.0,0.0
Return_to_owner,730,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,1825,1,1,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,60,0,0,0,0,0,0.0,0.0,1.0,0.0
Adoption,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,730,1,0,0,0,0,0.0,0.0,1.0,0.0
Return_to_owner,365,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,365,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,2190,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,365,1,1,1,1,0,0.0,0.0,0.0,1.0
Transfer,210,0,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,730,1,0,1,1,0,1.0,0.0,0.0,0.0
Transfer,2555,1,0,0,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,0,1,0,0.0,0.0,0.0,1.0
Adoption,1095,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,60,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,1460,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,300,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,1825,1,0,0,1,0,0.0,0.0,0.0,1.0
Adoption,30,1,0,0,1,0,0.0,0.0,1.0,0.0
Transfer,7,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,240,1,0,0,0,0,0.0,0.0,0.0,1.0
Adoption,300,1,0,1,1,0,0.0,0.0,1.0,0.0
Euthanasia,1460,1,0,0,1,0,0.0,1.0,0.0,0.0
Transfer,150,0,0,0,0,0,0.0,1.0,0.0,0.0
Euthanasia,30,1,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,365,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,30,0,0,0,0,0,0.0,1.0,0.0,0.0
Transfer,3650,1,0,0,0,0,0.0,0.0,1.0,0.0
Return_to_owner,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Died,30,0,0,1,0,0,0.0,1.0,0.0,0.0
Adoption,60,1,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,365,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,1095,0,0,0,1,1,0.0,0.0,1.0,0.0
Transfer,28,0,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,365,1,0,1,1,0,0.0,0.0,0.0,1.0
Return_to_owner,1825,1,1,1,1,0,0.0,1.0,0.0,0.0
Adoption,180,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,4745,1,1,1,0,0,0.0,0.0,0.0,1.0
Return_to_owner,1095,1,0,1,0,0,0.0,0.0,0.0,1.0
Return_to_owner,730,1,1,1,1,0,0.0,1.0,0.0,0.0
Transfer,3650,1,0,1,0,0,0.0,0.0,1.0,0.0
Euthanasia,30,0,0,0,0,0,0.0,1.0,0.0,0.0
Transfer,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,2190,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,730,0,0,0,0,0,0.0,1.0,0.0,0.0
Transfer,730,1,1,0,1,0,0.0,0.0,0.0,1.0
Transfer,60,1,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,4745,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,3650,0,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,365,0,0,0,1,1,0.0,1.0,0.0,0.0
Adoption,1825,1,1,1,0,1,0.0,0.0,1.0,0.0
Adoption,90,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,1095,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,60,0,1,1,1,1,0.0,0.0,1.0,0.0
Transfer,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Euthanasia,30,1,0,0,1,0,0.0,1.0,0.0,0.0
Adoption,365,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,300,0,0,0,1,1,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,365,1,0,1,0,0,1.0,0.0,0.0,0.0
Transfer,2920,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,730,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,1460,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,90,0,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,1095,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,730,0,0,0,1,0,0.0,1.0,0.0,0.0
Transfer,365,0,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Return_to_owner,120,0,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,730,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,28,1,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,180,0,0,0,1,1,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,300,1,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,3285,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,330,0,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,1095,1,0,1,1,0,0.0,0.0,0.0,1.0
Return_to_owner,365,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,365,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,0,0,0.0,0.0,0.0,1.0
Return_to_owner,1095,1,0,1,1,0,0.0,1.0,0.0,0.0
Transfer,14,0,0,0,1,1,0.0,1.0,0.0,0.0
Transfer,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,30,1,0,0,0,0,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,0,0,0.0,0.0,0.0,1.0
Return_to_owner,1460,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,240,0,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,90,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,365,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,60,1,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,1095,1,1,1,1,0,0.0,0.0,1.0,0.0
Adoption,365,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,1825,1,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,1095,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,60,1,0,1,1,0,1.0,0.0,0.0,0.0
Adoption,90,0,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,365,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Return_to_owner,270,1,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,3,0,0,0,1,1,0.0,1.0,0.0,0.0
Transfer,730,1,0,1,0,0,1.0,0.0,0.0,0.0
Transfer,30,0,0,0,1,0,0.0,1.0,0.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,1825,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,60,1,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,150,1,0,0,0,0,0.0,0.0,0.0,1.0
Return_to_owner,2555,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,120,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,60,1,0,0,1,0,0.0,0.0,1.0,0.0
Return_to_owner,365,1,1,1,0,0,0.0,0.0,1.0,0.0
Adoption,60,1,0,0,0,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,0,1,1,0.0,0.0,0.0,1.0
Adoption,150,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,90,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,2920,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,1,0,0,1,0,0.0,0.0,0.0,1.0
Return_to_owner,4380,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,1095,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,180,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,730,0,0,0,0,0,0.0,1.0,0.0,0.0
Transfer,14,1,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,150,1,0,1,1,0,0.0,1.0,0.0,0.0
Return_to_owner,2190,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,365,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,730,0,0,0,1,1,0.0,0.0,0.0,1.0
Died,14,0,0,0,1,1,0.0,1.0,0.0,0.0
Return_to_owner,270,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,300,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,365,1,0,1,1,0,0.0,0.0,0.0,1.0
Return_to_owner,2555,1,0,1,1,0,1.0,0.0,0.0,0.0
Transfer,21,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,365,1,0,1,0,0,0.0,0.0,1.0,0.0
Euthanasia,730,0,0,0,1,1,0.0,1.0,0.0,0.0
Transfer,21,0,0,0,1,1,0.0,1.0,0.0,0.0
Adoption,1095,1,1,1,0,0,0.0,0.0,1.0,0.0
Adoption,2555,1,0,1,0,0,0.0,0.0,1.0,0.0
Euthanasia,730,1,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,60,0,0,1,1,0,0.0,0.0,0.0,1.0
Euthanasia,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,1825,0,0,0,1,0,0.0,0.0,0.0,1.0
Transfer,28,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,365,1,0,1,1,1,0.0,0.0,1.0,0.0
Transfer,14,0,0,0,1,1,0.0,1.0,0.0,0.0
Euthanasia,730,1,0,1,1,0,0.0,1.0,0.0,0.0
Euthanasia,2920,1,1,1,1,0,0.0,0.0,0.0,1.0
Adoption,1825,1,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,1095,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,1460,1,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,60,0,0,0,0,0,0.0,0.0,1.0,0.0
Transfer,30,0,0,0,1,1,1.0,0.0,0.0,0.0
Return_to_owner,5110,1,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,365,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,1460,1,0,1,0,0,1.0,0.0,0.0,0.0
Adoption,1460,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,1,0,1,1,0,0.0,0.0,1.0,0.0
Euthanasia,30,0,0,0,1,1,1.0,0.0,0.0,0.0
Transfer,150,0,0,1,1,1,0.0,1.0,0.0,0.0
Return_to_owner,2920,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,14,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,30,1,0,0,0,0,0.0,1.0,0.0,0.0
Euthanasia,730,1,0,1,0,0,0.0,1.0,0.0,0.0
Adoption,730,0,0,1,1,1,0.0,0.0,1.0,0.0
Euthanasia,30,0,0,0,1,1,0.0,1.0,0.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,0,0.0,0.0,1.0,0.0
Return_to_owner,3285,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,120,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,30,1,0,0,1,0,0.0,0.0,0.0,1.0
Transfer,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Return_to_owner,1825,1,0,1,0,1,0.0,0.0,1.0,0.0
Transfer,1825,0,0,0,1,1,0.0,1.0,0.0,0.0
Transfer,365,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,90,0,0,1,1,0,0.0,1.0,0.0,0.0
Transfer,6,1,0,0,0,0,1.0,0.0,0.0,0.0
Euthanasia,1095,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,60,1,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,3285,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,210,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,3,0,0,0,0,0,0.0,1.0,0.0,0.0
Euthanasia,1460,1,0,1,0,0,0.0,0.0,1.0,0.0
Return_to_owner,365,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,365,1,0,1,1,0,1.0,0.0,0.0,0.0
Return_to_owner,1460,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,150,0,1,1,1,1,0.0,1.0,0.0,0.0
Adoption,2920,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,270,1,0,1,1,0,1.0,0.0,0.0,0.0
Transfer,60,0,0,0,0,0,0.0,1.0,0.0,0.0
Return_to_owner,3285,0,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,300,0,0,1,1,1,0.0,0.0,1.0,0.0
Return_to_owner,1095,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,6,0,0,0,1,1,0.0,1.0,0.0,0.0
Adoption,365,1,0,0,1,0,0.0,0.0,0.0,1.0
Adoption,30,0,0,1,0,0,1.0,0.0,0.0,0.0
Euthanasia,730,1,0,1,1,1,0.0,0.0,1.0,0.0
Euthanasia,30,1,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,730,1,0,1,1,1,0.0,0.0,0.0,1.0
Transfer,90,0,0,0,0,0,0.0,1.0,0.0,0.0
Adoption,365,0,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,14,0,1,0,0,0,0.0,1.0,0.0,0.0
Adoption,730,1,0,0,0,0,0.0,0.0,0.0,1.0
Adoption,60,0,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,1,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,60,0,0,0,1,1,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,21,0,0,0,1,0,1.0,0.0,0.0,0.0
Transfer,2190,1,0,1,1,0,0.0,1.0,0.0,0.0
Return_to_owner,3650,1,0,1,1,0,0.0,0.0,1.0,0.0
Transfer,120,1,0,1,1,0,0.0,1.0,0.0,0.0
Adoption,120,1,0,0,1,0,0.0,0.0,0.0,1.0
Adoption,180,0,0,1,0,1,0.0,0.0,0.0,1.0
Adoption,150,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,365,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,30,0,0,1,1,1,1.0,0.0,0.0,0.0
Transfer,14,0,0,1,1,1,1.0,0.0,0.0,0.0
Adoption,330,1,0,1,0,0,0.0,0.0,1.0,0.0
Adoption,30,0,0,1,1,1,0.0,0.0,1.0,0.0
Transfer,3285,1,0,1,0,0,0.0,0.0,0.0,1.0
Transfer,30,0,0,1,0,1,1.0,0.0,0.0,0.0
Transfer,2190,1,0,1,0,0,0.0,0.0,1.0,0.0
Transfer,120,0,0,0,1,1,1.0,0.0,0.0,0.0
Adoption,120,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,240,1,0,0,0,0,0.0,0.0,1.0,0.0
Adoption,730,1,0,1,1,1,0.0,0.0,0.0,1.0
Euthanasia,4380,0,0,0,0,0,1.0,0.0,0.0,0.0
Transfer,14,0,0,0,1,1,0.0,1.0,0.0,0.0
Return_to_owner,2190,1,1,1,0,0,0.0,0.0,0.0,1.0
Adoption,120,1,0,1,0,0,0.0,0.0,0.0,1.0
Adoption,730,1,0,1,1,0,0.0,0.0,0.0,1.0
Transfer,365,0,0,0,0,0,1.0,0.0,0.0,0.0
Adoption,210,0,0,1,1,1,0.0,0.0,1.0,0.0
Adoption,365,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,2555,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,60,0,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,120,1,0,0,1,0,0.0,0.0,0.0,1.0
Return_to_owner,5110,1,0,1,1,0,0.0,1.0,0.0,0.0
Return_to_owner,3285,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,3650,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,270,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,1095,0,0,1,1,1,0.0,0.0,0.0,1.0
Return_to_owner,2920,1,0,1,1,0,0.0,0.0,0.0,1.0
Adoption,180,0,0,1,1,1,0.0,0.0,1.0,0.0
Return_to_owner,1095,1,0,1,0,0,0.0,1.0,0.0,0.0
Euthanasia,1095,1,0,1,1,0,0.0,0.0,1.0,0.0
Adoption,150,1,0,1,1,0,0.0,0.0,0.0,1.0
Euthanasia,2920,0,0,0,1,0,0.0,0.0,0.0,1.0
Transfer,150,0,0,0,1,0,1.0,0.0,0.0,0.0
Adoption,365,1,0,1,0,0,0.0,0.0,1.0,0.0
Euthanasia,5110,0,0,1,1,1,0.0,0.0,0.0,1.0
Adoption,730,0,0,0,1,1,0.0,0.0,1.0,0.0
